pH,moisture,humidity,temperature,crop
5.73,0.53,0.72,0.16,tea
5.67,0.49,0.7,0.15,tea
5.79,0.51,0.72,0.14,tea
5.58,0.47,0.74,0.15,tea
5.18,0.54,0.72,0.15,tea
5.94,0.46,0.74,0.16,tea
5.87,0.47,0.73,0.14,tea
5.68,0.55,0.75,0.13,tea
5.33,0.57,0.72,0.15,tea
5.19,0.52,0.73,0.15,tea
5.22,0.51,0.71,0.12,tea
5.71,0.52,0.7,0.15,tea
5.72,0.51,0.73,0.13,tea
5.96,0.51,0.71,0.15,tea
5.38,0.47,0.72,0.12,tea
5.25,0.5,0.75,0.13,tea
5.94,0.51,0.71,0.16,tea
5.85,0.46,0.71,0.13,tea
5.94,0.52,0.73,0.13,tea
5.92,0.51,0.74,0.12,tea
5.56,0.57,0.74,0.15,tea
5.19,0.6,0.74,0.14,tea
5.88,0.52,0.7,0.13,tea
5.18,0.49,0.75,0.13,tea
5.41,0.59,0.7,0.14,tea
5.86,0.48,0.71,0.13,tea
5.8,0.57,0.71,0.12,tea
5.06,0.56,0.7,0.16,tea
5.43,0.54,0.74,0.13,tea
5.21,0.51,0.74,0.13,tea
5.13,0.5,0.73,0.12,tea
5.7,0.56,0.73,0.12,tea
5.29,0.54,0.75,0.13,tea
5.23,0.53,0.7,0.14,tea
5.36,0.54,0.72,0.12,tea
5.77,0.48,0.7,0.12,tea
5.21,0.52,0.74,0.14,tea
5.94,0.53,0.73,0.13,tea
5.4,0.53,0.72,0.12,tea
5.98,0.54,0.75,0.13,tea
5.3,0.52,0.71,0.15,tea
5.42,0.46,0.71,0.13,tea
6.0,0.48,0.73,0.13,tea
5.63,0.56,0.72,0.14,tea
5.18,0.6,0.74,0.14,tea
5.01,0.51,0.72,0.14,tea
5.68,0.59,0.73,0.14,tea
5.3,0.6,0.73,0.13,tea
5.21,0.47,0.74,0.14,tea
5.06,0.5,0.71,0.13,tea
5.87,0.53,0.7,0.14,tea
5.87,0.56,0.71,0.14,tea
5.34,0.55,0.74,0.13,tea
5.61,0.58,0.71,0.16,tea
5.52,0.56,0.72,0.14,tea
5.87,0.46,0.71,0.15,tea
5.14,0.51,0.72,0.14,tea
5.64,0.48,0.75,0.14,tea
5.66,0.54,0.74,0.15,tea
5.99,0.51,0.7,0.13,tea
5.14,0.54,0.73,0.14,tea
5.67,0.52,0.75,0.12,tea
5.35,0.54,0.72,0.15,tea
5.37,0.57,0.74,0.15,tea
5.18,0.45,0.72,0.13,tea
5.73,0.6,0.72,0.13,tea
5.85,0.59,0.71,0.12,tea
5.66,0.52,0.75,0.12,tea
5.06,0.59,0.71,0.14,tea
5.44,0.47,0.74,0.12,tea
5.86,0.51,0.71,0.13,tea
5.24,0.54,0.72,0.15,tea
5.14,0.48,0.71,0.15,tea
5.73,0.53,0.75,0.15,tea
5.91,0.52,0.74,0.15,tea
5.99,0.47,0.72,0.15,tea
5.42,0.45,0.73,0.13,tea
5.2,0.58,0.71,0.13,tea
5.24,0.55,0.71,0.15,tea
5.1,0.54,0.71,0.15,tea
5.08,0.6,0.73,0.13,tea
5.45,0.58,0.72,0.13,tea
5.99,0.51,0.71,0.12,tea
5.28,0.45,0.74,0.16,tea
5.4,0.52,0.7,0.15,tea
5.8,0.47,0.74,0.13,tea
5.43,0.53,0.74,0.14,tea
5.54,0.47,0.73,0.14,tea
5.38,0.51,0.73,0.16,tea
5.86,0.57,0.74,0.15,tea
5.59,0.47,0.74,0.15,tea
5.38,0.49,0.73,0.15,tea
5.44,0.57,0.74,0.13,tea
5.29,0.52,0.75,0.15,tea
5.06,0.48,0.75,0.13,tea
5.54,0.5,0.74,0.12,tea
5.24,0.54,0.74,0.13,tea
5.69,0.49,0.72,0.16,tea
5.66,0.58,0.74,0.13,tea
5.34,0.55,0.73,0.14,tea
5.89,0.6,0.73,0.13,tea
5.35,0.54,0.71,0.15,tea
5.72,0.53,0.7,0.15,tea
5.83,0.49,0.72,0.15,tea
5.71,0.47,0.75,0.14,tea
5.41,0.45,0.7,0.16,tea
5.88,0.52,0.73,0.15,tea
5.74,0.56,0.74,0.14,tea
5.65,0.57,0.74,0.16,tea
5.82,0.57,0.73,0.16,tea
5.99,0.59,0.74,0.15,tea
5.85,0.46,0.72,0.15,tea
5.78,0.57,0.73,0.16,tea
5.52,0.48,0.71,0.13,tea
5.44,0.47,0.74,0.13,tea
5.93,0.45,0.74,0.15,tea
5.63,0.47,0.71,0.15,tea
5.27,0.58,0.71,0.13,tea
5.7,0.54,0.71,0.14,tea
5.7,0.58,0.74,0.14,tea
5.41,0.47,0.72,0.16,tea
5.56,0.6,0.71,0.13,tea
5.1,0.5,0.74,0.14,tea
5.85,0.46,0.73,0.14,tea
5.14,0.46,0.71,0.14,tea
5.44,0.51,0.75,0.15,tea
5.6,0.5,0.75,0.16,tea
5.99,0.55,0.75,0.14,tea
5.09,0.55,0.75,0.13,tea
5.66,0.58,0.74,0.13,tea
5.59,0.59,0.75,0.15,tea
5.68,0.54,0.74,0.12,tea
5.42,0.57,0.71,0.12,tea
5.06,0.57,0.74,0.15,tea
5.97,0.59,0.75,0.14,tea
5.18,0.52,0.73,0.15,tea
5.37,0.54,0.71,0.15,tea
5.06,0.57,0.71,0.15,tea
5.9,0.5,0.73,0.15,tea
5.48,0.45,0.72,0.15,tea
5.81,0.58,0.73,0.13,tea
5.92,0.56,0.74,0.13,tea
5.5,0.46,0.74,0.14,tea
5.75,0.56,0.74,0.14,tea
5.93,0.49,0.72,0.16,tea
5.29,0.6,0.74,0.15,tea
5.05,0.54,0.72,0.16,tea
5.53,0.54,0.71,0.14,tea
5.95,0.59,0.73,0.13,tea
5.45,0.59,0.74,0.14,tea
5.88,0.56,0.7,0.15,tea
5.51,0.49,0.72,0.14,tea
5.32,0.47,0.71,0.15,tea
5.98,0.52,0.74,0.15,tea
5.13,0.6,0.71,0.13,tea
5.09,0.47,0.73,0.16,tea
5.51,0.53,0.72,0.14,tea
5.86,0.56,0.7,0.12,tea
5.19,0.55,0.73,0.13,tea
5.74,0.56,0.74,0.14,tea
5.64,0.46,0.71,0.16,tea
5.27,0.47,0.75,0.16,tea
5.48,0.48,0.73,0.16,tea
5.96,0.57,0.72,0.16,tea
5.56,0.58,0.74,0.15,tea
5.01,0.58,0.75,0.14,tea
5.54,0.45,0.71,0.16,tea
5.91,0.47,0.72,0.13,tea
5.58,0.59,0.71,0.12,tea
5.52,0.48,0.72,0.12,tea
5.35,0.54,0.75,0.15,tea
5.56,0.56,0.71,0.15,tea
5.59,0.56,0.7,0.13,tea
5.4,0.58,0.74,0.16,tea
5.22,0.45,0.72,0.16,tea
5.32,0.53,0.74,0.14,tea
5.13,0.45,0.75,0.14,tea
5.04,0.49,0.71,0.15,tea
5.68,0.48,0.71,0.12,tea
5.47,0.47,0.72,0.16,tea
5.21,0.51,0.72,0.12,tea
5.18,0.47,0.74,0.14,tea
5.88,0.51,0.75,0.16,tea
5.1,0.5,0.72,0.16,tea
5.47,0.49,0.72,0.15,tea
5.83,0.58,0.75,0.13,tea
5.8,0.52,0.71,0.12,tea
5.28,0.58,0.7,0.15,tea
5.46,0.59,0.73,0.15,tea
5.64,0.46,0.71,0.14,tea
5.89,0.54,0.7,0.13,tea
5.99,0.49,0.73,0.15,tea
5.52,0.51,0.73,0.12,tea
5.35,0.5,0.7,0.13,tea
5.9,0.47,0.71,0.15,tea
5.22,0.51,0.7,0.14,tea
5.56,0.52,0.73,0.13,tea
5.76,0.45,0.75,0.16,tea
5.55,0.53,0.74,0.16,tea
5.7,0.55,0.7,0.12,tea
5.75,0.48,0.73,0.14,tea
5.26,0.58,0.72,0.13,tea
5.4,0.6,0.73,0.15,tea
5.34,0.58,0.74,0.12,tea
5.44,0.48,0.72,0.13,tea
5.15,0.56,0.72,0.14,tea
5.59,0.53,0.74,0.16,tea
5.97,0.45,0.71,0.15,tea
5.46,0.54,0.74,0.16,tea
5.98,0.58,0.73,0.15,tea
5.16,0.49,0.75,0.13,tea
5.69,0.46,0.7,0.13,tea
5.92,0.57,0.7,0.15,tea
5.15,0.47,0.71,0.15,tea
5.01,0.57,0.75,0.12,tea
5.5,0.5,0.73,0.16,tea
5.4,0.49,0.74,0.15,tea
5.91,0.57,0.75,0.16,tea
5.75,0.48,0.71,0.13,tea
5.33,0.58,0.72,0.13,tea
5.56,0.48,0.75,0.12,tea
5.56,0.54,0.74,0.14,tea
5.05,0.5,0.74,0.13,tea
5.88,0.58,0.74,0.14,tea
5.99,0.52,0.74,0.13,tea
5.13,0.5,0.71,0.15,tea
5.43,0.51,0.74,0.13,tea
5.96,0.49,0.71,0.15,tea
5.46,0.54,0.74,0.14,tea
5.05,0.55,0.73,0.14,tea
5.07,0.5,0.73,0.15,tea
5.1,0.55,0.73,0.16,tea
5.24,0.46,0.73,0.14,tea
5.33,0.56,0.74,0.14,tea
5.54,0.54,0.74,0.12,tea
5.17,0.55,0.72,0.13,tea
5.7,0.47,0.74,0.13,tea
5.55,0.55,0.71,0.15,tea
5.38,0.49,0.71,0.14,tea
5.01,0.59,0.74,0.15,tea
5.54,0.54,0.72,0.13,tea
5.42,0.52,0.71,0.12,tea
5.87,0.55,0.7,0.16,tea
5.98,0.59,0.75,0.12,tea
5.82,0.49,0.73,0.16,tea
5.72,0.52,0.73,0.16,tea
5.43,0.57,0.72,0.12,tea
5.48,0.56,0.74,0.14,tea
5.67,0.48,0.71,0.14,tea
5.69,0.47,0.72,0.13,tea
5.43,0.49,0.71,0.14,tea
5.53,0.58,0.74,0.14,tea
5.17,0.45,0.73,0.13,tea
5.99,0.57,0.75,0.13,tea
5.57,0.48,0.72,0.16,tea
5.4,0.51,0.74,0.13,tea
5.05,0.6,0.73,0.13,tea
5.28,0.49,0.72,0.16,tea
5.55,0.59,0.72,0.15,tea
5.26,0.5,0.71,0.16,tea
5.85,0.56,0.71,0.15,tea
5.26,0.57,0.7,0.13,tea
5.14,0.53,0.72,0.15,tea
5.37,0.46,0.73,0.14,tea
5.54,0.52,0.73,0.14,tea
5.87,0.53,0.72,0.13,tea
5.84,0.49,0.73,0.15,tea
5.72,0.51,0.72,0.12,tea
5.94,0.57,0.7,0.13,tea
5.11,0.49,0.71,0.13,tea
5.7,0.48,0.71,0.15,tea
5.75,0.58,0.72,0.15,tea
5.24,0.47,0.72,0.16,tea
5.25,0.53,0.72,0.12,tea
5.44,0.52,0.75,0.15,tea
5.73,0.53,0.71,0.12,tea
5.1,0.48,0.72,0.12,tea
5.87,0.54,0.71,0.14,tea
5.01,0.49,0.72,0.15,tea
5.25,0.5,0.74,0.13,tea
5.55,0.58,0.74,0.15,tea
5.76,0.49,0.72,0.13,tea
5.15,0.5,0.72,0.14,tea
5.65,0.56,0.73,0.14,tea
5.45,0.52,0.7,0.15,tea
5.11,0.5,0.74,0.13,tea
5.83,0.59,0.71,0.13,tea
5.54,0.5,0.74,0.12,tea
5.82,0.59,0.7,0.15,tea
5.17,0.58,0.75,0.16,tea
5.47,0.53,0.74,0.14,tea
5.68,0.49,0.74,0.14,tea
5.89,0.49,0.71,0.14,tea
5.19,0.45,0.72,0.16,tea
5.14,0.59,0.75,0.14,tea
5.71,0.47,0.7,0.14,tea
5.04,0.46,0.71,0.14,tea
5.03,0.51,0.71,0.15,tea
5.7,0.59,0.7,0.15,tea
6.0,0.49,0.75,0.14,tea
5.76,0.53,0.74,0.13,tea
5.93,0.51,0.72,0.16,tea
5.8,0.46,0.74,0.14,tea
5.42,0.49,0.74,0.14,tea
5.93,0.58,0.73,0.15,tea
5.88,0.59,0.75,0.16,tea
5.44,0.5,0.71,0.12,tea
5.13,0.45,0.74,0.14,tea
5.87,0.52,0.74,0.14,tea
5.43,0.55,0.75,0.14,tea
5.72,0.47,0.73,0.16,tea
5.52,0.59,0.72,0.14,tea
5.05,0.54,0.73,0.13,tea
5.72,0.57,0.74,0.14,tea
5.76,0.54,0.73,0.14,tea
5.33,0.51,0.72,0.14,tea
5.68,0.53,0.72,0.15,tea
5.71,0.45,0.73,0.13,tea
5.91,0.59,0.75,0.12,tea
5.55,0.5,0.74,0.15,tea
5.82,0.52,0.7,0.14,tea
5.16,0.52,0.73,0.15,tea
5.84,0.49,0.72,0.13,tea
5.25,0.48,0.73,0.15,tea
5.87,0.49,0.71,0.13,tea
5.71,0.55,0.74,0.15,tea
5.12,0.59,0.73,0.13,tea
5.7,0.53,0.73,0.13,tea
5.57,0.49,0.73,0.14,tea
5.83,0.6,0.72,0.13,tea
5.15,0.59,0.73,0.15,tea
5.3,0.49,0.74,0.14,tea
5.92,0.46,0.71,0.13,tea
5.0,0.55,0.74,0.15,tea
5.69,0.54,0.71,0.15,tea
5.23,0.54,0.71,0.13,tea
5.85,0.51,0.7,0.15,tea
5.57,0.56,0.73,0.14,tea
5.89,0.53,0.74,0.12,tea
5.78,0.47,0.72,0.14,tea
5.93,0.51,0.74,0.13,tea
5.27,0.52,0.7,0.13,tea
5.95,0.52,0.71,0.14,tea
5.55,0.52,0.74,0.15,tea
5.74,0.49,0.72,0.14,tea
5.79,0.57,0.71,0.13,tea
5.2,0.46,0.74,0.15,tea
5.49,0.46,0.72,0.15,tea
5.81,0.49,0.73,0.13,tea
5.3,0.54,0.71,0.15,tea
5.95,0.49,0.7,0.16,tea
5.72,0.54,0.71,0.12,tea
5.57,0.51,0.71,0.13,tea
5.85,0.57,0.73,0.13,tea
5.42,0.55,0.73,0.14,tea
5.38,0.47,0.71,0.14,tea
5.78,0.58,0.73,0.14,tea
5.74,0.47,0.71,0.14,tea
5.69,0.53,0.75,0.14,tea
5.77,0.57,0.71,0.13,tea
5.66,0.53,0.72,0.13,tea
5.3,0.56,0.7,0.12,tea
5.57,0.52,0.73,0.18,coffee
5.82,0.56,0.7,0.12,coffee
5.9,0.54,0.7,0.16,coffee
5.56,0.51,0.73,0.12,coffee
5.16,0.54,0.73,0.14,coffee
5.95,0.52,0.75,0.13,coffee
5.8,0.57,0.74,0.14,coffee
5.45,0.59,0.72,0.15,coffee
5.04,0.57,0.72,0.16,coffee
5.77,0.59,0.72,0.18,coffee
5.33,0.5,0.73,0.14,coffee
5.95,0.54,0.71,0.17,coffee
5.83,0.59,0.73,0.14,coffee
5.94,0.54,0.71,0.17,coffee
5.92,0.57,0.73,0.15,coffee
5.15,0.52,0.7,0.17,coffee
5.35,0.56,0.71,0.15,coffee
5.53,0.6,0.72,0.17,coffee
5.78,0.6,0.72,0.13,coffee
5.04,0.56,0.75,0.13,coffee
5.75,0.5,0.7,0.16,coffee
5.6,0.54,0.75,0.16,coffee
5.41,0.53,0.71,0.15,coffee
5.85,0.53,0.71,0.13,coffee
5.17,0.51,0.74,0.14,coffee
5.05,0.51,0.71,0.15,coffee
5.06,0.6,0.72,0.17,coffee
5.05,0.54,0.73,0.18,coffee
5.56,0.55,0.73,0.16,coffee
5.74,0.5,0.74,0.14,coffee
5.72,0.54,0.73,0.17,coffee
5.11,0.52,0.71,0.15,coffee
5.82,0.51,0.75,0.17,coffee
5.87,0.56,0.73,0.16,coffee
5.64,0.54,0.74,0.14,coffee
5.45,0.6,0.74,0.14,coffee
5.78,0.55,0.74,0.14,coffee
5.21,0.58,0.74,0.15,coffee
6.0,0.55,0.72,0.17,coffee
5.46,0.55,0.73,0.13,coffee
5.79,0.54,0.71,0.12,coffee
5.77,0.59,0.72,0.17,coffee
5.31,0.59,0.74,0.17,coffee
5.91,0.59,0.71,0.13,coffee
5.37,0.5,0.74,0.16,coffee
5.26,0.57,0.71,0.15,coffee
5.56,0.59,0.71,0.12,coffee
5.05,0.6,0.74,0.14,coffee
5.13,0.58,0.73,0.16,coffee
5.33,0.51,0.74,0.16,coffee
5.39,0.59,0.71,0.13,coffee
5.73,0.5,0.75,0.16,coffee
5.49,0.54,0.72,0.15,coffee
5.38,0.54,0.73,0.16,coffee
5.66,0.59,0.71,0.17,coffee
5.47,0.55,0.74,0.16,coffee
5.32,0.56,0.72,0.14,coffee
5.73,0.59,0.74,0.16,coffee
5.69,0.55,0.71,0.18,coffee
5.46,0.51,0.7,0.15,coffee
5.4,0.5,0.73,0.13,coffee
5.23,0.59,0.74,0.15,coffee
5.51,0.6,0.71,0.15,coffee
5.52,0.53,0.74,0.13,coffee
5.62,0.57,0.72,0.17,coffee
5.87,0.53,0.72,0.17,coffee
5.95,0.54,0.71,0.16,coffee
5.11,0.53,0.73,0.18,coffee
5.27,0.51,0.73,0.14,coffee
5.65,0.52,0.71,0.14,coffee
5.6,0.52,0.71,0.16,coffee
5.78,0.53,0.72,0.14,coffee
5.12,0.54,0.72,0.14,coffee
5.1,0.54,0.72,0.16,coffee
5.62,0.53,0.72,0.13,coffee
5.04,0.51,0.71,0.16,coffee
5.81,0.56,0.74,0.14,coffee
5.54,0.51,0.71,0.14,coffee
5.72,0.58,0.72,0.16,coffee
5.08,0.59,0.73,0.17,coffee
5.29,0.51,0.72,0.17,coffee
5.85,0.59,0.7,0.12,coffee
5.14,0.55,0.74,0.14,coffee
5.88,0.56,0.72,0.17,coffee
5.45,0.56,0.74,0.14,coffee
5.74,0.54,0.71,0.13,coffee
5.72,0.56,0.71,0.16,coffee
5.16,0.6,0.71,0.17,coffee
5.8,0.59,0.73,0.16,coffee
5.41,0.58,0.74,0.15,coffee
5.24,0.58,0.73,0.13,coffee
5.1,0.57,0.74,0.12,coffee
5.62,0.59,0.73,0.13,coffee
5.01,0.53,0.72,0.17,coffee
5.96,0.52,0.71,0.16,coffee
5.32,0.57,0.74,0.17,coffee
5.13,0.56,0.72,0.15,coffee
5.05,0.5,0.74,0.17,coffee
5.37,0.51,0.72,0.12,coffee
5.1,0.58,0.72,0.15,coffee
5.3,0.58,0.74,0.15,coffee
5.21,0.53,0.72,0.17,coffee
5.77,0.57,0.75,0.15,coffee
5.24,0.52,0.74,0.17,coffee
5.74,0.54,0.71,0.17,coffee
5.73,0.54,0.71,0.17,coffee
5.85,0.56,0.72,0.14,coffee
5.22,0.56,0.73,0.13,coffee
5.22,0.51,0.7,0.14,coffee
5.97,0.56,0.72,0.14,coffee
5.23,0.54,0.71,0.17,coffee
5.39,0.58,0.74,0.14,coffee
5.95,0.56,0.73,0.13,coffee
5.91,0.52,0.72,0.16,coffee
5.91,0.57,0.73,0.16,coffee
5.12,0.59,0.73,0.18,coffee
5.31,0.59,0.7,0.16,coffee
5.55,0.57,0.72,0.18,coffee
5.62,0.52,0.71,0.17,coffee
5.35,0.52,0.71,0.17,coffee
5.42,0.55,0.75,0.14,coffee
5.22,0.6,0.71,0.18,coffee
5.78,0.5,0.72,0.17,coffee
5.86,0.58,0.74,0.13,coffee
5.27,0.53,0.75,0.16,coffee
5.76,0.54,0.71,0.18,coffee
5.6,0.56,0.72,0.15,coffee
5.38,0.59,0.73,0.15,coffee
5.05,0.53,0.71,0.13,coffee
5.5,0.53,0.72,0.18,coffee
5.99,0.58,0.73,0.17,coffee
5.0,0.51,0.72,0.12,coffee
5.43,0.56,0.74,0.15,coffee
5.2,0.52,0.75,0.17,coffee
5.35,0.59,0.72,0.13,coffee
5.04,0.51,0.75,0.17,coffee
5.71,0.58,0.71,0.17,coffee
5.81,0.56,0.75,0.18,coffee
5.93,0.59,0.7,0.12,coffee
5.14,0.6,0.71,0.13,coffee
5.35,0.55,0.71,0.13,coffee
5.48,0.5,0.7,0.18,coffee
5.62,0.51,0.71,0.17,coffee
5.66,0.53,0.72,0.17,coffee
5.58,0.52,0.71,0.17,coffee
5.48,0.59,0.7,0.17,coffee
5.14,0.53,0.74,0.14,coffee
5.57,0.51,0.71,0.17,coffee
5.7,0.56,0.74,0.14,coffee
5.42,0.5,0.71,0.15,coffee
5.59,0.51,0.74,0.15,coffee
5.63,0.52,0.71,0.17,coffee
5.72,0.56,0.72,0.16,coffee
5.5,0.56,0.74,0.15,coffee
5.17,0.59,0.72,0.13,coffee
5.11,0.58,0.7,0.13,coffee
5.07,0.59,0.74,0.17,coffee
5.41,0.58,0.72,0.16,coffee
5.9,0.6,0.71,0.15,coffee
5.81,0.58,0.7,0.15,coffee
5.09,0.58,0.73,0.16,coffee
5.3,0.5,0.71,0.15,coffee
5.1,0.53,0.71,0.17,coffee
5.77,0.5,0.72,0.15,coffee
5.8,0.57,0.72,0.15,coffee
5.53,0.52,0.74,0.12,coffee
5.63,0.59,0.75,0.17,coffee
5.41,0.57,0.7,0.17,coffee
5.85,0.59,0.73,0.18,coffee
5.22,0.55,0.73,0.15,coffee
5.5,0.52,0.7,0.17,coffee
5.08,0.57,0.71,0.14,coffee
5.6,0.52,0.71,0.16,coffee
5.48,0.55,0.73,0.16,coffee
5.34,0.58,0.72,0.13,coffee
5.87,0.58,0.71,0.17,coffee
5.83,0.6,0.73,0.17,coffee
5.11,0.53,0.74,0.12,coffee
5.99,0.5,0.7,0.13,coffee
5.85,0.6,0.71,0.17,coffee
5.18,0.59,0.7,0.12,coffee
5.47,0.54,0.72,0.17,coffee
5.02,0.55,0.7,0.12,coffee
5.49,0.6,0.74,0.17,coffee
5.73,0.56,0.74,0.12,coffee
5.95,0.51,0.73,0.14,coffee
5.71,0.53,0.75,0.14,coffee
5.43,0.54,0.74,0.14,coffee
5.81,0.53,0.72,0.13,coffee
5.7,0.56,0.7,0.14,coffee
5.75,0.53,0.74,0.13,coffee
5.05,0.5,0.73,0.17,coffee
5.22,0.53,0.72,0.16,coffee
6.0,0.59,0.72,0.12,coffee
5.29,0.55,0.73,0.12,coffee
5.48,0.51,0.74,0.12,coffee
5.06,0.56,0.7,0.15,coffee
5.95,0.53,0.71,0.13,coffee
5.38,0.54,0.7,0.12,coffee
5.7,0.53,0.72,0.13,coffee
5.94,0.58,0.71,0.15,coffee
5.73,0.56,0.71,0.12,coffee
5.3,0.52,0.71,0.17,coffee
5.67,0.6,0.74,0.12,coffee
5.19,0.52,0.75,0.14,coffee
5.26,0.51,0.72,0.15,coffee
5.13,0.53,0.7,0.17,coffee
5.78,0.53,0.71,0.17,coffee
5.84,0.55,0.72,0.14,coffee
5.51,0.51,0.72,0.18,coffee
5.75,0.55,0.74,0.16,coffee
5.61,0.54,0.72,0.15,coffee
5.22,0.53,0.75,0.15,coffee
5.56,0.55,0.73,0.12,coffee
5.27,0.54,0.74,0.15,coffee
5.11,0.58,0.71,0.15,coffee
5.77,0.55,0.74,0.14,coffee
5.63,0.51,0.71,0.15,coffee
5.13,0.59,0.73,0.13,coffee
5.15,0.57,0.74,0.15,coffee
5.74,0.56,0.73,0.15,coffee
5.38,0.56,0.71,0.14,coffee
5.92,0.51,0.7,0.13,coffee
5.06,0.54,0.74,0.15,coffee
5.65,0.54,0.73,0.12,coffee
5.18,0.59,0.74,0.14,coffee
5.48,0.54,0.72,0.13,coffee
5.73,0.51,0.72,0.18,coffee
5.97,0.53,0.73,0.17,coffee
5.32,0.51,0.71,0.14,coffee
5.32,0.54,0.74,0.13,coffee
5.46,0.58,0.7,0.13,coffee
5.97,0.58,0.73,0.12,coffee
5.51,0.55,0.73,0.17,coffee
5.76,0.52,0.7,0.16,coffee
5.08,0.59,0.73,0.17,coffee
5.57,0.54,0.73,0.16,coffee
5.26,0.6,0.72,0.16,coffee
5.72,0.52,0.74,0.13,coffee
5.5,0.58,0.72,0.17,coffee
5.41,0.59,0.74,0.15,coffee
5.84,0.59,0.71,0.12,coffee
5.24,0.52,0.72,0.14,coffee
5.03,0.55,0.73,0.16,coffee
5.74,0.54,0.74,0.14,coffee
5.26,0.57,0.73,0.15,coffee
5.76,0.54,0.73,0.15,coffee
5.6,0.58,0.74,0.14,coffee
5.59,0.51,0.74,0.16,coffee
5.05,0.51,0.73,0.17,coffee
5.65,0.56,0.73,0.16,coffee
5.68,0.52,0.72,0.17,coffee
5.17,0.55,0.72,0.15,coffee
5.9,0.5,0.72,0.15,coffee
5.67,0.56,0.74,0.16,coffee
5.5,0.54,0.7,0.14,coffee
5.78,0.58,0.71,0.17,coffee
5.86,0.59,0.72,0.18,coffee
5.9,0.59,0.73,0.16,coffee
5.61,0.6,0.74,0.17,coffee
5.76,0.51,0.74,0.14,coffee
5.4,0.54,0.73,0.12,coffee
5.45,0.6,0.71,0.14,coffee
5.93,0.53,0.71,0.15,coffee
5.89,0.56,0.71,0.18,coffee
5.28,0.54,0.73,0.14,coffee
5.96,0.59,0.73,0.17,coffee
5.08,0.57,0.71,0.13,coffee
5.95,0.5,0.72,0.17,coffee
5.89,0.55,0.71,0.14,coffee
5.19,0.52,0.71,0.18,coffee
5.92,0.53,0.71,0.12,coffee
5.32,0.53,0.72,0.15,coffee
5.42,0.55,0.7,0.16,coffee
5.2,0.5,0.71,0.16,coffee
5.77,0.57,0.75,0.12,coffee
5.37,0.52,0.71,0.13,coffee
5.12,0.52,0.71,0.15,coffee
5.47,0.54,0.74,0.17,coffee
5.59,0.56,0.73,0.15,coffee
5.9,0.58,0.71,0.15,coffee
5.75,0.53,0.7,0.18,coffee
5.04,0.55,0.73,0.16,coffee
5.85,0.56,0.75,0.14,coffee
5.39,0.54,0.7,0.13,coffee
5.56,0.54,0.71,0.14,coffee
5.47,0.58,0.72,0.13,coffee
5.68,0.58,0.72,0.13,coffee
5.41,0.52,0.71,0.14,coffee
5.63,0.56,0.74,0.15,coffee
5.24,0.52,0.74,0.13,coffee
5.05,0.56,0.72,0.17,coffee
5.59,0.55,0.72,0.13,coffee
5.16,0.53,0.75,0.16,coffee
5.82,0.59,0.74,0.13,coffee
5.32,0.56,0.71,0.14,coffee
5.99,0.54,0.73,0.17,coffee
5.12,0.52,0.72,0.16,coffee
5.63,0.58,0.71,0.15,coffee
5.69,0.53,0.74,0.17,coffee
5.43,0.52,0.71,0.15,coffee
5.11,0.55,0.73,0.14,coffee
5.62,0.52,0.74,0.14,coffee
5.15,0.58,0.7,0.15,coffee
5.17,0.51,0.72,0.14,coffee
5.09,0.51,0.73,0.15,coffee
5.61,0.51,0.71,0.13,coffee
5.16,0.51,0.74,0.12,coffee
5.96,0.53,0.71,0.18,coffee
5.15,0.53,0.72,0.17,coffee
5.19,0.57,0.75,0.15,coffee
5.16,0.53,0.74,0.14,coffee
5.58,0.57,0.7,0.18,coffee
5.61,0.52,0.72,0.13,coffee
5.34,0.51,0.73,0.15,coffee
5.66,0.52,0.74,0.18,coffee
5.2,0.54,0.71,0.13,coffee
5.12,0.5,0.75,0.12,coffee
5.07,0.56,0.74,0.18,coffee
5.47,0.59,0.73,0.15,coffee
5.07,0.57,0.74,0.17,coffee
5.66,0.59,0.73,0.13,coffee
5.85,0.55,0.71,0.17,coffee
5.2,0.54,0.72,0.16,coffee
5.31,0.54,0.7,0.13,coffee
5.06,0.51,0.71,0.15,coffee
5.39,0.53,0.72,0.17,coffee
5.5,0.57,0.71,0.13,coffee
5.85,0.58,0.71,0.17,coffee
5.21,0.58,0.72,0.15,coffee
5.15,0.52,0.74,0.13,coffee
5.45,0.52,0.73,0.16,coffee
5.91,0.53,0.73,0.18,coffee
5.99,0.55,0.7,0.16,coffee
5.81,0.52,0.73,0.13,coffee
5.15,0.52,0.73,0.13,coffee
5.66,0.55,0.72,0.16,coffee
5.35,0.6,0.72,0.13,coffee
5.82,0.51,0.73,0.13,coffee
5.98,0.58,0.75,0.14,coffee
5.14,0.53,0.75,0.17,coffee
5.25,0.53,0.75,0.15,coffee
5.1,0.52,0.73,0.18,coffee
5.45,0.53,0.72,0.13,coffee
5.59,0.59,0.7,0.16,coffee
5.18,0.58,0.75,0.13,coffee
5.69,0.55,0.71,0.12,coffee
5.24,0.54,0.71,0.16,coffee
5.18,0.52,0.75,0.14,coffee
5.46,0.53,0.74,0.17,coffee
5.73,0.54,0.73,0.15,coffee
5.83,0.54,0.71,0.16,coffee
5.98,0.54,0.71,0.15,coffee
5.3,0.55,0.72,0.13,coffee
5.94,0.52,0.71,0.17,coffee
